Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1,1.000,1169577,1169577,1169577,1169577,1169577,1169577,1169577,1169577,1169577
1,1,1.000,2333884,2333884,2333884,2333884,2333884,2333884,2333884,2333884,2333884
2,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,1,1.000,1811258,1811258,1811258,1811258,1811258,1811258,1811258,1811258,1811258
4,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,1,1.000,3162378,3162378,3162378,3162378,3162378,3162378,3162378,3162378,3162378
6,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,1,1.000,5677154,5677154,5677154,5677154,5677154,5677154,5677154,5677154,5677154
9,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,1,1.000,1457544,1457544,1457544,1457544,1457544,1457544,1457544,1457544,1457544
11,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,1,1.000,5575204,5575204,5575204,5575204,5575204,5575204,5575204,5575204,5575204
13,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,1,1.000,13565815,13565815,13565815,13565815,13565815,13565815,13565815,13565815,13565815
15,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,1,1.000,2279721,2279721,2279721,2279721,2279721,2279721,2279721,2279721,2279721
18,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,1,1.000,3091239,3091239,3091239,3091239,3091239,3091239,3091239,3091239,3091239
21,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,1,1.000,2059860,2059860,2059860,2059860,2059860,2059860,2059860,2059860,2059860
24,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
25,1,1.000,2960930,2960930,2960930,2960930,2960930,2960930,2960930,2960930,2960930
26,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,2,2.000,220730,220730,4608915,2414822,4608915,4608915,4608915,4608915,4608915
28,1,1.000,4053861,4053861,4053861,4053861,4053861,4053861,4053861,4053861,4053861
29,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
32,2,2.000,2042799,2042799,3376159,2709479,3376159,3376159,3376159,3376159,3376159
33,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
34,1,1.000,1008543,1008543,1008543,1008543,1008543,1008543,1008543,1008543,1008543
35,2,2.000,1909901,1909901,12394122,7152011,12394122,12394122,12394122,12394122,12394122
36,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
37,1,1.000,1669682,1669682,1669682,1669682,1669682,1669682,1669682,1669682,1669682
38,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
39,1,1.000,1740252,1740252,1740252,1740252,1740252,1740252,1740252,1740252,1740252
40,1,1.000,223747,223747,223747,223747,223747,223747,223747,223747,223747
41,1,1.000,1416045,1416045,1416045,1416045,1416045,1416045,1416045,1416045,1416045
42,1,1.000,12891416,12891416,12891416,12891416,12891416,12891416,12891416,12891416,12891416
43,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
44,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
45,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
46,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
47,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
48,1,1.000,1730122,1730122,1730122,1730122,1730122,1730122,1730122,1730122,1730122
49,1,1.000,1830378,1830378,1830378,1830378,1830378,1830378,1830378,1830378,1830378
50,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
51,1,1.000,1857969,1857969,1857969,1857969,1857969,1857969,1857969,1857969,1857969
52,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
53,1,1.000,13596727,13596727,13596727,13596727,13596727,13596727,13596727,13596727,13596727
54,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
55,1,1.000,12229356,12229356,12229356,12229356,12229356,12229356,12229356,12229356,12229356
56,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
57,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
58,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
59,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
60,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
61,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
62,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
63,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
64,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
65,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
66,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
67,3,3.000,367763,367763,1468121,1273280,1983958,1983958,1983958,1983958,1983958
68,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
69,3,3.000,554282,554282,2050508,1923741,3166435,3166435,3166435,3166435,3166435
70,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
71,1,1.000,4516456,4516456,4516456,4516456,4516456,4516456,4516456,4516456,4516456
72,1,1.000,4348705,4348705,4348705,4348705,4348705,4348705,4348705,4348705,4348705
