Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,2451,2451.000,646,2709,5461,8105,11748,19070,22303,27779,34979
1,2476,2476.000,541,2708,5585,8111,11833,19029,22419,28520,38129
2,2554,2554.000,543,2665,5443,7812,11217,18269,22063,27279,36067
3,2431,2431.000,534,2518,5542,8234,12420,19250,23650,28607,36769
4,2223,2223.000,534,2651,5398,8952,12175,19749,23069,31631,126324
5,2532,2532.000,508,2569,5259,7905,11806,18281,22228,28947,49224
6,2585,2585.000,487,2683,5220,7730,10866,18135,21834,27829,35315
7,2414,2414.000,482,2650,5353,8253,12956,20152,23384,27954,33629
8,2568,2568.000,494,2526,5091,7784,11868,18436,21259,27810,35513
9,2636,2636.000,526,2548,4741,7596,10789,18302,21665,26711,37452
10,2501,2501.000,522,2578,5426,8012,12457,18701,21977,27250,41451
11,2611,2611.000,535,2317,5702,7654,10961,18012,20513,27277,35141
12,2488,2488.000,514,2591,5311,8032,11716,19330,22610,28531,37602
13,2464,2464.000,497,2690,5639,8101,11257,19658,22876,28442,38052
14,2545,2545.000,505,2574,4898,7859,11538,18853,22132,27254,33700
15,2538,2538.000,516,2567,4916,7862,11563,19009,22371,29258,39836
16,2482,2482.000,548,2506,5003,8038,12420,19364,22721,27900,37115
17,2576,2576.000,504,2686,5273,7777,11138,18294,21884,27439,34468
18,2585,2585.000,536,2550,5275,7696,11084,18539,21475,26877,34600
19,2496,2496.000,526,2666,5577,8038,11251,19609,22676,27747,41955
20,2530,2530.000,498,2356,5348,7887,11802,19027,21782,26702,33517
21,2573,2573.000,505,2548,5089,7798,11441,18681,21694,26874,38961
22,2171,2171.000,519,2578,5742,9170,13650,20134,24176,62732,88497
23,2485,2485.000,493,2621,5512,8048,11950,18829,22126,27918,39676
24,2667,2667.000,494,2509,4661,7460,10594,17691,21383,26983,40019
25,2575,2575.000,522,2548,5536,7773,10985,18425,21778,27140,41140
26,2670,2670.000,515,2542,5139,7501,10507,17901,21652,25855,31258
27,2617,2617.000,530,2636,5367,7615,10876,17411,20895,26623,36536
28,2680,2680.000,483,2512,4945,7472,10909,17438,21170,26820,37510
29,2452,2452.000,522,2383,5393,8171,12208,20131,23062,28217,35275
30,2567,2567.000,520,2624,4856,7756,10706,18796,22664,27444,34032
31,2426,2426.000,541,2680,5745,8262,11544,19912,23446,29334,36873
32,2501,2501.000,517,2637,4998,7992,11270,19444,22993,28927,39468
33,2501,2501.000,509,2728,5819,7959,10935,18458,21919,27665,38182
34,2561,2561.000,533,2589,5481,7838,11133,18545,22350,27252,40267
35,2469,2469.000,492,2580,4952,8091,12002,19935,22958,29007,36546
36,2503,2503.000,475,2588,5287,7982,11909,18979,22639,27772,37158
37,2667,2667.000,530,2541,5017,7483,10475,17964,21371,26866,32410
38,2564,2564.000,550,2600,5066,7775,11061,18664,22141,27992,33671
39,2767,2767.000,489,2298,4788,7231,10178,17481,20600,25559,40334
40,2432,2432.000,525,2602,5478,8192,11429,19451,23807,30533,45168
41,2357,2357.000,514,2640,5516,8489,12302,20794,24048,30643,57761
42,2458,2458.000,506,2523,4984,8151,12666,19676,23475,29161,39483
43,2552,2552.000,495,2595,5486,7831,11673,18197,21479,26278,37191
44,2628,2628.000,457,2498,5097,7596,10524,18119,21703,26890,33916
45,2593,2593.000,505,2647,4952,7721,10665,18789,22276,27705,35468
46,2513,2513.000,513,2518,5383,7928,11471,19020,22273,28664,44926
47,2603,2603.000,476,2518,5022,7687,11217,18316,21602,27269,33690
48,2451,2451.000,485,2458,5443,8182,11744,18576,22098,29275,76085
49,2643,2643.000,491,2484,5128,7562,10661,18447,21547,26516,32009
50,2451,2451.000,516,2769,5676,8130,11206,19509,22733,29142,35543
51,2543,2543.000,521,2650,5325,7876,10921,18960,22268,27732,37053
52,2560,2560.000,499,2554,5423,7789,11367,18409,21457,26886,37765
53,2640,2640.000,484,2545,5379,7558,10364,17772,21176,27448,37186
54,2639,2639.000,485,2775,5608,7595,10588,17438,20543,26372,33663
55,2619,2619.000,504,2461,4887,7618,11021,18368,21615,26769,34769
56,2599,2599.000,489,2519,5021,7673,11176,18321,21292,27534,36648
57,2635,2635.000,477,2517,5334,7611,11126,17789,20693,26606,36617
58,2621,2621.000,532,2365,5278,7622,10935,18183,21474,25595,36614
59,2552,2552.000,479,2476,4907,7851,11301,19056,22626,29217,42909
60,2223,2223.000,534,2899,5617,9007,13372,21862,26202,32513,47920
61,2277,2277.000,538,2932,5745,8790,12616,21151,25355,31448,44586
62,2430,2430.000,471,2637,5341,8181,11992,19512,23556,29628,36037
63,2659,2659.000,468,2530,5005,7521,10671,17801,21065,27687,34983
64,2527,2527.000,511,2682,5434,7919,10899,19022,22499,28040,37483
